Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-04 00:00:00+08:00,33.78449249267578,33.78449249267578,33.21509534147205,33.78449249267578,200662336736,0.0,0.0
2000-01-05 00:00:00+08:00,33.7844966580733,34.54363250732422,33.40483806451119,34.54363250732422,402466805912,0.0,0.0
2000-01-06 00:00:00+08:00,34.35388964387951,34.543628248330435,33.78449249267578,33.78449249267578,197545715802,0.0,0.0
2000-01-07 00:00:00+08:00,32.645710542507175,33.21510790915521,32.26605185210197,32.83544921875,235270344752,0.0,0.0
2000-01-10 00:00:00+08:00,33.78449690543435,34.163974163901585,33.21509967985886,33.97423553466797,276171685539,0.0,0.0
2000-01-11 00:00:00+08:00,34.3538865449635,34.73336371963436,33.21509234528176,33.40483093261719,277769544650,0.0,0.0
2000-01-12 00:00:00+08:00,33.59458356691817,34.35390090942383,33.40484490024696,34.35390090942383,216246806621,0.0,0.0
2000-01-13 00:00:00+08:00,34.35388964387951,34.35388964387951,33.78449249267578,33.78449249267578,147490954216,0.0,0.0
2000-01-14 00:00:00+08:00,34.163973913762106,35.11302972873074,33.9742352859177,34.54363250732422,288318964353,0.0,0.0
2000-01-17 00:00:00+08:00,36.06209611620607,36.06209611620607,35.492698669433594,35.492698669433594,155256940719,0.0,0.0
2000-01-18 00:00:00+08:00,35.49269151327506,35.49269151327506,34.733377879484856,34.92329788208008,131648031590,0.0,0.0
2000-01-19 00:00:00+08:00,34.92329788208008,35.49269151327506,34.733377879484856,34.92329788208008,134848688061,0.0,0.0
2000-01-20 00:00:00+08:00,34.92329110088633,34.92329110088633,34.35389387947981,34.54363250732422,125758120596,0.0,0.0
2000-01-21 00:00:00+08:00,34.54364766968069,35.30278015136719,34.54364766968069,35.30278015136719,113397441219,0.0,0.0
2000-01-24 00:00:00+08:00,35.682437896728516,36.25183535186827,35.49269919099785,35.682437896728516,175113122879,0.0,0.0
2000-01-25 00:00:00+08:00,36.631492614746094,36.631492614746094,36.06209518271287,36.631492614746094,223692148326,0.0,0.0
2000-01-26 00:00:00+08:00,37.77027873481209,39.09880828857422,37.77027873481209,39.09880828857422,357880999032,0.0,0.0
2000-01-27 00:00:00+08:00,39.478450775146484,40.04784784229275,38.71931513155952,39.478450775146484,287927232252,0.0,0.0
2000-01-28 00:00:00+08:00,38.149754971316064,38.71933364868164,38.149754971316064,38.71933364868164,197904810671,0.0,0.0
2000-01-31 00:00:00+08:00,37.58035906229852,38.71933130953652,37.39062040657991,38.52941131591797,168059342623,0.0,0.0
2000-02-01 00:00:00+08:00,38.90907712789173,38.90907712789173,38.14975968943731,38.33967971801758,153081850577,0.0,0.0
2000-02-02 00:00:00+08:00,38.33967971801758,38.33967971801758,38.33967971801758,38.33967971801758,0,0.0,0.0
2000-02-03 00:00:00+08:00,38.33967971801758,38.33967971801758,38.33967971801758,38.33967971801758,0,0.0,0.0
2000-02-04 00:00:00+08:00,38.33967971801758,38.33967971801758,38.33967971801758,38.33967971801758,0,0.0,0.0
2000-02-07 00:00:00+08:00,38.33967971801758,38.33967971801758,38.33967971801758,38.33967971801758,0,0.0,0.0
2000-02-08 00:00:00+08:00,38.33967971801758,38.33967971801758,38.33967971801758,38.33967971801758,0,0.0,0.0
2000-02-09 00:00:00+08:00,40.61727963401446,40.61727963401446,39.28874578748942,40.047882080078125,252580321587,0.0,0.0
2000-02-10 00:00:00+08:00,39.66820779484135,40.80700245860271,39.288730465526555,40.61726379394531,177540543615,0.0,0.0
2000-02-11 00:00:00+08:00,41.18665607658624,42.13570825856839,40.80699745590685,41.566314697265625,215027859365,0.0,0.0
2000-02-14 00:00:00+08:00,41.37639608970975,41.37639608970975,40.61726379394531,40.61726379394531,140301270822,0.0,0.0
2000-02-15 00:00:00+08:00,40.61724157220543,41.18663859256834,40.237583112693734,40.80698013305664,105105248690,0.0,0.0
2000-02-16 00:00:00+08:00,40.80700574118826,40.99674442110856,40.427528381347656,40.427528381347656,79352313450,0.0,0.0
2000-02-17 00:00:00+08:00,40.047882080078125,40.427540895362085,39.85814334142575,40.047882080078125,116400258474,0.0,0.0
2000-02-18 00:00:00+08:00,40.23758641873345,40.617244909439016,39.28871219870579,39.478450775146484,121805090619,0.0,0.0
2000-02-21 00:00:00+08:00,38.5294090964498,38.5294090964498,37.01095962524414,37.01095962524414,153903007581,0.0,0.0
2000-02-22 00:00:00+08:00,36.441562352988235,37.580356897500046,36.062085063410635,37.01095962524414,168143612807,0.0,0.0
2000-02-23 00:00:00+08:00,37.010959039736385,37.010959039736385,36.63148175616205,36.82122039794922,73892584628,0.0,0.0
2000-02-24 00:00:00+08:00,37.01095962524414,37.39061825271124,36.82122098045534,37.01095962524414,83371097848,0.0,0.0
2000-02-25 00:00:00+08:00,37.01096537251603,37.960021419613824,37.01096537251603,37.77028274536133,165796729239,0.0,0.0
2000-02-28 00:00:00+08:00,37.77028274536133,37.77028274536133,37.77028274536133,37.77028274536133,0,0.0,0.0
2000-02-29 00:00:00+08:00,37.960014815390494,38.52940837622962,37.960014815390494,38.149749755859375,98749286567,0.0,0.0
2000-03-01 00:00:00+08:00,38.90906963446868,39.09880828857422,38.71933098036315,39.09880828857422,90504908649,0.0,0.0
2000-03-02 00:00:00+08:00,39.28872861459228,39.47846727031089,38.52941131591797,38.52941131591797,68745687934,0.0,0.0
2000-03-03 00:00:00+08:00,38.33967266019936,38.71933130953652,38.33967266019936,38.52941131591797,58129351241,0.0,0.0
2000-03-06 00:00:00+08:00,38.719331764787626,38.90907042273712,37.77027950000949,37.960018157958984,72312707991,0.0,0.0
2000-03-07 00:00:00+08:00,37.58036273319117,38.14975639309249,37.39062405893868,37.77028274536133,83737461434,0.0,0.0
2000-03-08 00:00:00+08:00,37.580352783203125,37.77027274508899,37.20087553517069,37.580352783203125,64819045052,0.0,0.0
2000-03-09 00:00:00+08:00,37.58035950415791,37.960018157958984,37.58035950415791,37.960018157958984,71897783191,0.0,0.0
2000-03-10 00:00:00+08:00,38.149750468982695,38.33967045166099,36.82122098045534,37.01095962524414,99978344966,0.0,0.0
2000-03-13 00:00:00+08:00,36.06208184292644,36.06208184292644,34.54363250732422,34.54363250732422,232179364310,0.0,0.0
2000-03-14 00:00:00+08:00,34.54364766968069,35.492700200447125,34.16398890947371,35.30278015136719,145477589021,0.0,0.0
2000-03-15 00:00:00+08:00,35.11303419112806,35.68242778412396,34.54363689735875,34.733375549316406,154204016711,0.0,0.0
2000-03-16 00:00:00+08:00,33.974241882829524,35.30277151067984,32.645708554205555,34.92329788208008,233438180185,0.0,0.0
2000-03-17 00:00:00+08:00,35.113028307518306,36.06208038330078,34.73336972932301,36.06208038330078,267728113852,0.0,0.0
2000-03-20 00:00:00+08:00,34.92329788208008,34.92329788208008,34.92329788208008,34.92329788208008,21190095663,0.0,0.0
2000-03-21 00:00:00+08:00,33.784499675160276,37.20087960792244,33.784499675160276,37.01095962524414,447638099122,0.0,0.0
