Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-02 00:00:00-05:00,26.19879480379065,26.310720751145467,25.955631548667114,25.990793228149414,28951268,0.0,0.0
2015-01-05 00:00:00-05:00,25.914029196570382,25.967020824027138,25.40888389832373,25.448997497558594,41196796,0.0,0.0
2015-01-06 00:00:00-05:00,25.504959068812152,25.56315078165636,24.814097763862573,24.859163284301758,57998800,0.0,0.0
2015-01-07 00:00:00-05:00,25.108765909795647,25.120850190731755,24.744763650301703,24.816574096679688,41301082,0.0,0.0
2015-01-08 00:00:00-05:00,24.662552539967713,24.934440330883827,24.31637834315858,24.894821166992188,67071641,0.0,0.0
2015-01-09 00:00:00-05:00,24.997834594119027,25.00575691217052,24.50407830010256,24.57242202758789,41427428,0.0,0.0
2015-01-12 00:00:00-05:00,24.511505767092185,24.562813289440335,24.14601639295262,24.393142700195312,46535413,0.0,0.0
2015-01-13 00:00:00-05:00,24.704645831631876,24.909675084276444,24.385214688871766,24.572912216186523,47409807,0.0,0.0
2015-01-14 00:00:00-05:00,24.497143170797198,24.922059379315137,24.415426985232894,24.80518341064453,44714427,0.0,0.0
2015-01-15 00:00:00-05:00,25.037945457838774,25.043393708490136,24.651161338057467,24.850744247436523,54316718,0.0,0.0
2015-01-16 00:00:00-05:00,24.76259403052012,25.167702584826177,24.762097701643736,25.162254333496094,45965854,0.0,0.0
2015-01-20 00:00:00-05:00,25.306864727336148,25.38114924355188,25.060035843029194,25.10381507873535,44640224,0.0,0.0
2015-01-21 00:00:00-05:00,25.12114944852152,25.716925948843276,25.06914858067636,25.655515670776367,45374234,0.0,0.0
2015-01-22 00:00:00-05:00,25.82587606304818,26.561310366281813,25.737724652159528,26.465232849121094,53538588,0.0,0.0
2015-01-23 00:00:00-05:00,26.524663354396445,26.85053164829762,26.396394555898333,26.74058723449707,45634948,0.0,0.0
2015-01-26 00:00:00-05:00,26.670261526063545,26.69353783071645,26.231478461636105,26.505840301513672,30874534,0.0,0.0
2015-01-27 00:00:00-05:00,26.246338027051628,26.28249236404429,25.66294323426882,25.684734344482422,38080263,0.0,0.0
2015-01-28 00:00:00-05:00,25.890259156793583,25.900659329911175,25.257339477539062,25.257339477539062,33676205,0.0,0.0
2015-01-29 00:00:00-05:00,25.306862990187756,25.311318583234605,24.821525393496646,25.290023803710938,83727244,0.0,0.0
