Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.0984848216176033,0.09891299273124937,0.0984848216176033,0.0984848216176033,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09377501289998567,0.09377501289998567,0.09334684163331985,0.09334684163331985,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08692355762862244,0.08692355762862244,0.08649539202451706,0.08649539202451706,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08863621205091476,0.08906438327820022,0.08863621205091476,0.08863621205091476,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09120595455169678,0.09163411987646918,0.09120595455169678,0.09120595455169678,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09677215665578842,0.0972003278050905,0.09677215665578842,0.09677215665578842,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10148203372955322,0.10191097103382499,0.10148203372955322,0.10148203372955322,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10576450079679489,0.10619267211246013,0.10576450079679489,0.10576450079679489,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11133065074682236,0.11175882189768349,0.11133065074682236,0.11133065074682236,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12160751223564148,0.12203568358505003,0.12160751223564148,0.12160751223564148,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12332014739513397,0.12374831860981361,0.12332014739513397,0.12332014739513397,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12075113979656026,0.12075113979656026,0.12032297998666763,0.12032297998666763,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11732579145836147,0.11732579145836147,0.11689762026071548,0.11689762026071548,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11818215250968934,0.11903849512301279,0.11818215250968934,0.11818215250968933,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.1160413374019692,0.1160413374019692,0.1156131774187088,0.1156131774187088,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11090248197538188,0.11090248197538188,0.11047431081533432,0.11047431081533432,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10619267211246013,0.10619267211246013,0.10576450079679489,0.10576450079679489,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10405184070854027,0.10405184070854027,0.10362368077039719,0.10362368077039719,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.10918981581926346,0.10961798700695657,0.10918981581926346,0.10918981581926346,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.10918985181488566,0.10918985181488566,0.108333520591259,0.108333520591259,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.1049081547038524,0.1049081547038524,0.10447998344898224,0.10447998344898224,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.10490816831588745,0.10533633962631365,0.10490816831588745,0.10490816831588745,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10704898089170456,0.10790531181817571,0.10704898089170456,0.10704898089170456,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.10662084955338273,0.10662084955338273,0.1061926782131195,0.1061926782131195,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.1126151755452156,0.11304334678268747,0.1126151755452156,0.1126151755452156,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.10961798700695657,0.10961798700695657,0.10918981581926346,0.10918981581926346,30083200,0.0,0.0
1981-01-21 00:00:00-05:00,0.11133065074682236,0.11218698161448712,0.11133065074682236,0.11133065074682236,15904000,0.0,0.0
1981-01-22 00:00:00-05:00,0.1126151755452156,0.11347151802015934,0.1126151755452156,0.1126151755452156,35548800,0.0,0.0
1981-01-23 00:00:00-05:00,0.11261517682179711,0.11304334806412264,0.1121870055794716,0.11218700557947159,11222400,0.0,0.0
1981-01-26 00:00:00-05:00,0.11090248197538188,0.11090248197538188,0.11047431081533432,0.11047431081533432,24640000,0.0,0.0
1981-01-27 00:00:00-05:00,0.1104742866816526,0.1104742866816526,0.10961795598268509,0.10961795598268509,23699200,0.0,0.0
1981-01-28 00:00:00-05:00,0.10662084955338273,0.10662084955338273,0.1061926782131195,0.1061926782131195,28156800,0.0,0.0
1981-01-29 00:00:00-05:00,0.1027673347812722,0.1027673347812722,0.10233916342258453,0.10233916342258453,43904000,0.0,0.0
1981-01-30 00:00:00-05:00,0.09762849895439259,0.09762849895439259,0.09677215665578842,0.09677215665578842,46188800,0.0,0.0
1981-02-02 00:00:00-05:00,0.09163411987646918,0.09163411987646918,0.09120595455169678,0.09120595455169678,23766400,0.0,0.0
1981-02-03 00:00:00-05:00,0.09463132172822952,0.0950594871512313,0.09463132172822952,0.09463132172822952,19152000,0.0,0.0
1981-02-04 00:00:00-05:00,0.09805671125650406,0.09848487115144045,0.09805671125650406,0.09805671125650406,27865600,0.0,0.0
1981-02-05 00:00:00-05:00,0.09805671125650406,0.09891304248043907,0.09805671125650406,0.09805671125650406,7929600,0.0,0.0
1981-02-06 00:00:00-05:00,0.0984848216176033,0.09891299273124937,0.0984848216176033,0.0984848216176033,13865600,0.0,0.0
1981-02-09 00:00:00-05:00,0.0942031784496212,0.0942031784496212,0.09334684163331985,0.09334684163331985,16755200,0.0,0.0
1981-02-10 00:00:00-05:00,0.09334684163331985,0.09377501289998567,0.09334684163331985,0.09334684163331985,18345600,0.0,0.0
