date,close,open,high,low,volume,%
2022/10/21,"12,819.20","12,931.20","12,954.02","12,813.60",2.22B,-0.98%
2022/10/20,"12,946.10","12,912.93","12,946.10","12,698.91",3.53B,-0.24%
2022/10/19,"12,976.76","13,096.35","13,155.62","12,976.76",2.47B,-1.13%
2022/10/18,"13,124.68","13,075.05","13,143.15","12,978.13",2.61B,1.22%
2022/10/17,"12,966.05","12,988.83","12,988.83","12,814.82",3.04B,-1.23%
2022/10/14,"13,128.12","13,023.71","13,221.87","13,023.71",2.97B,2.48%
2022/10/13,"12,810.73","13,108.40","13,111.39","12,809.43",3.44B,-2.07%
2022/10/12,"13,081.24","13,076.91","13,130.73","12,991.59",2.44B,-0.19%
2022/10/11,"13,106.03","13,394.12","13,394.12","13,106.03",2.85B,-4.35%
2022/10/7,"13,702.28","13,847.52","13,847.52","13,684.21",1.87B,-1.37%
2022/10/6,"13,892.05","13,865.45","13,899.23","13,814.33",2.15B,0.66%
2022/10/5,"13,801.43","13,727.30","13,902.02","13,727.30",2.79B,1.66%
2022/10/4,"13,576.52","13,447.36","13,586.96","13,447.36",2.39B,2.08%
2022/10/3,"13,300.48","13,359.26","13,440.23","13,273.48",2.18B,-0.92%
2022/9/30,"13,424.58","13,409.65","13,466.82","13,274.72",2.82B,-0.81%
2022/9/29,"13,534.26","13,550.70","13,651.29","13,462.57",2.99B,0.51%
2022/9/28,"13,466.07","13,816.70","13,854.09","13,466.07",3.48B,-2.61%
2022/9/27,"13,826.59","13,812.99","13,862.84","13,732.32",2.72B,0.35%
2022/9/26,"13,778.19","13,993.42","13,993.42","13,743.19",3.15B,-2.41%
2022/9/23,"14,118.38","14,231.03","14,277.53","14,109.71",2.58B,-1.16%
2022/9/22,"14,284.63","14,325.67","14,325.67","14,151.80",3.11B,-0.97%
2022/9/21,"14,424.52","14,517.34","14,525.46","14,384.11",2.72B,-0.86%
2022/9/20,"14,549.30","14,474.95","14,558.72","14,461.39",2.44B,0.86%
2022/9/19,"14,425.68","14,567.27","14,585.06","14,424.33",2.31B,-0.93%
2022/9/16,"14,561.76","14,602.16","14,602.16","14,521.65",3.64B,-0.74%
2022/9/15,"14,670.04","14,647.00","14,750.28","14,624.55",2.70B,0.08%
2022/9/14,"14,658.31","14,695.19","14,699.78","14,522.70",2.52B,-1.59%
2022/9/13,"14,894.41","14,895.87","14,949.56","14,856.98",2.54B,0.59%
2022/9/12,"14,807.43","14,711.34","14,856.23","14,711.34",2.62B,1.54%
2022/9/8,"14,583.42","14,447.09","14,583.42","14,447.09",2.35B,1.20%
2022/9/7,"14,410.05","14,557.86","14,557.86","14,397.12",2.44B,-1.82%
2022/9/6,"14,677.20","14,705.16","14,789.31","14,623.22",2.64B,0.11%
2022/9/5,"14,661.10","14,670.18","14,753.03","14,632.79",2.64B,-0.08%
2022/9/2,"14,673.04","14,790.28","14,817.40","14,673.04",3.00B,-0.87%
2022/9/1,"14,801.86","14,981.00","14,981.00","14,773.19",3.01B,-1.94%
2022/8/31,"15,095.44","14,912.12","15,095.44","14,874.33",3.01B,0.95%
2022/8/30,"14,953.63","14,919.67","15,027.50","14,911.97",2.73B,0.18%
2022/8/29,"14,926.19","15,197.19","15,197.19","14,843.72",2.97B,-2.31%
2022/8/26,"15,278.44","15,221.50","15,337.25","15,221.50",3.19B,0.52%
2022/8/25,"15,200.04","15,105.31","15,244.06","15,105.31",2.50B,0.87%
2022/8/24,"15,069.19","15,112.15","15,183.96","15,053.52",2.67B,-0.18%
2022/8/23,"15,095.89","15,225.17","15,225.17","15,086.43",2.41B,-0.98%
2022/8/22,"15,245.14","15,375.20","15,375.20","15,229.36",2.78B,-1.06%
2022/8/19,"15,408.78","15,394.36","15,458.45","15,346.26",3.25B,0.08%
2022/8/18,"15,396.76","15,384.73","15,396.76","15,311.22",2.64B,-0.44%
2022/8/17,"15,465.45","15,423.44","15,475.89","15,390.84",3.11B,0.29%
2022/8/16,"15,420.57","15,435.04","15,451.83","15,392.49",3.05B,0.02%
2022/8/15,"15,417.35","15,332.92","15,437.23","15,315.12",3.14B,0.84%
2022/8/12,"15,288.97","15,203.91","15,298.42","15,198.93",2.92B,0.60%
2022/8/11,"15,197.85","15,087.59","15,204.79","15,087.59",3.42B,1.73%
2022/8/10,"14,939.02","14,940.76","14,982.33","14,890.55",2.86B,-0.74%
2022/8/9,"15,050.28","14,965.12","15,077.63","14,905.23",2.85B,0.20%
2022/8/8,"15,020.41","14,972.21","15,034.87","14,908.17",2.56B,-0.10%
2022/8/5,"15,036.04","14,802.34","15,041.41","14,802.34",2.75B,2.27%
2022/8/4,"14,702.20","14,741.47","14,766.57","14,545.69",2.77B,-0.51%
2022/8/3,"14,777.02","14,757.51","14,777.02","14,673.35",2.65B,0.20%
2022/8/2,"14,747.23","14,860.94","14,860.94","14,663.46",3.16B,-1.56%
2022/8/1,"14,981.69","14,982.27","14,994.36","14,886.81",2.66B,-0.12%
2022/7/29,"15,000.07","14,950.18","15,035.27","14,929.49",3.12B,0.73%
2022/7/28,"14,891.90","14,978.95","15,031.99","14,849.94",2.91B,-0.20%
2022/7/27,"14,921.59","14,791.71","14,921.59","14,717.02",2.57B,0.78%
2022/7/26,"14,806.78","14,912.41","14,912.41","14,750.71",2.62B,-0.87%
2022/7/25,"14,936.33","14,902.25","14,968.23","14,851.37",2.63B,-0.09%
2022/7/22,"14,949.36","14,953.27","14,996.24","14,902.32",3.67B,0.08%
2022/7/21,"14,937.70","14,744.17","14,937.70","14,716.02",3.42B,1.39%
2022/7/20,"14,733.22","14,810.40","14,906.95","14,694.20",3.54B,0.27%
2022/7/19,"14,694.08","14,638.45","14,720.13","14,598.99",2.96B,-0.17%
2022/7/18,"14,719.64","14,589.10","14,719.64","14,589.10",3.12B,1.16%
2022/7/15,"14,550.62","14,483.96","14,579.73","14,378.33",3.03B,0.78%
2022/7/14,"14,438.52","14,252.02","14,450.47","14,159.39",2.95B,0.79%
2022/7/13,"14,324.68","14,194.94","14,403.51","14,194.94",3.34B,2.68%
2022/7/12,"13,950.62","14,235.63","14,235.63","13,928.66",3.12B,-2.72%
2022/7/11,"14,340.53","14,478.31","14,525.03","14,313.94",2.62B,-0.86%
2022/7/8,"14,464.53","14,462.50","14,552.42","14,373.84",3.51B,0.89%
2022/7/7,"14,336.27","14,052.18","14,355.15","13,951.81",3.46B,2.51%
2022/7/6,"13,985.51","14,289.67","14,319.32","13,985.51",3.69B,-2.53%
2022/7/5,"14,349.20","14,345.54","14,488.80","14,100.89",3.47B,0.93%
2022/7/4,"14,217.06","14,237.83","14,412.47","14,167.10",3.24B,-0.88%
2022/7/1,"14,343.08","14,812.13","14,812.13","14,336.03",4.29B,-3.26%
2022/6/30,"14,825.73","15,146.92","15,147.77","14,825.73",3.67B,-2.72%
2022/6/29,"15,240.13","15,365.54","15,365.54","15,218.07",3.24B,-1.29%
2022/6/28,"15,439.92","15,519.56","15,533.34","15,375.65",3.09B,-0.70%
2022/6/27,"15,548.01","15,409.08","15,656.35","15,409.08",3.12B,1.60%
2022/6/24,"15,303.32","15,232.34","15,424.37","15,232.34",3.08B,0.84%
2022/6/23,"15,176.44","15,305.51","15,380.28","15,102.40",3.92B,-1.12%
