date,close,open,high,low,volume,%
2018/2/6,"10,404.00","10,761.01","10,761.01","10,300.40","5,183.64B",-4.95%
2018/2/5,"10,946.25","10,970.30","10,970.30","10,855.43","2,393.65B",-1.62%
2018/2/2,"11,126.23","11,151.65","11,153.32","11,070.43","2,023.37B",-0.30%
2018/2/1,"11,160.25","11,139.40","11,212.10","11,139.40","2,257.55B",0.51%
2018/1/31,"11,103.79","11,054.36","11,158.29","11,007.89","2,642.87B",0.24%
2018/1/30,"11,076.78","11,189.57","11,189.57","11,076.78","2,709.15B",-1.29%
2018/1/29,"11,221.81","11,202.27","11,246.18","11,161.83","2,450.43B",0.67%
2018/1/26,"11,147.10","11,152.53","11,178.30","11,089.48","2,701.41B",-0.17%
2018/1/25,"11,165.95","11,154.36","11,268.61","11,131.85","3,457.88B",0.12%
2018/1/24,"11,152.16","11,228.71","11,228.71","11,107.32","3,171.14B",-0.90%
2018/1/23,"11,253.11","11,243.49","11,270.18","11,201.52","3,399.85B",0.19%
2018/1/22,"11,231.46","11,169.79","11,231.46","11,142.38","3,222.58B",0.72%
2018/1/19,"11,150.85","11,123.58","11,150.85","11,095.85","2,661.45B",0.72%
2018/1/18,"11,071.57","11,048.06","11,122.82","11,048.06","3,069.85B",0.61%
2018/1/17,"11,004.80","10,976.13","11,030.22","10,942.95","3,337.37B",0.17%
2018/1/16,"10,986.11","10,955.81","10,986.11","10,920.50","2,943.95B",0.27%
2018/1/15,"10,956.31","10,932.37","10,962.55","10,911.89","2,672.49B",0.66%
2018/1/12,"10,883.96","10,818.24","10,899.98","10,818.24","2,900.35B",0.68%
2018/1/11,"10,810.06","10,824.54","10,844.08","10,770.10","2,736.20B",-0.19%
2018/1/10,"10,831.09","10,915.32","10,934.75","10,819.25","3,224.01B",-0.77%
2018/1/9,"10,914.89","10,922.35","10,931.00","10,860.77","2,933.15B",-0.01%
2018/1/8,"10,915.75","10,899.09","10,918.47","10,869.12","3,246.85B",0.33%
2018/1/5,"10,879.80","10,856.92","10,879.80","10,815.68","3,028.43B",0.29%
2018/1/4,"10,848.63","10,834.58","10,853.46","10,794.25","3,048.51B",0.44%
2018/1/3,"10,801.57","10,759.61","10,813.16","10,759.61","2,964.79B",0.85%
2018/1/2,"10,710.73","10,664.82","10,710.73","10,650.77","2,375.85B",0.64%
2017/12/29,"10,642.86","10,590.95","10,659.98","10,590.95","2,411.67B",0.71%
2017/12/28,"10,567.64","10,513.29","10,592.04","10,513.29","2,223.69B",0.77%
2017/12/27,"10,486.67","10,419.81","10,497.77","10,419.81","2,103.29B",0.62%
2017/12/26,"10,421.91","10,526.14","10,528.92","10,408.12","2,037.76B",-0.96%
2017/12/25,"10,522.49","10,546.64","10,556.65","10,514.54","1,928.17B",-0.14%
2017/12/22,"10,537.27","10,503.10","10,537.27","10,486.52","2,049.92B",0.46%
2017/12/21,"10,488.97","10,526.97","10,545.78","10,488.97","2,116.41B",-0.15%
2017/12/20,"10,504.52","10,470.36","10,514.31","10,470.36","2,155.80B",0.36%
2017/12/19,"10,467.34","10,508.33","10,544.00","10,452.08","2,190.48B",-0.37%
2017/12/18,"10,506.52","10,478.74","10,526.41","10,472.39","1,861.25B",0.14%
2017/12/15,"10,491.44","10,517.21","10,520.66","10,436.11","2,590.75B",-0.44%
2017/12/14,"10,538.01","10,494.60","10,577.53","10,494.60","2,447.38B",0.64%
2017/12/13,"10,470.70","10,447.11","10,489.17","10,444.70","2,323.96B",0.26%
2017/12/12,"10,443.28","10,488.73","10,495.24","10,408.06","2,164.36B",-0.28%
2017/12/11,"10,473.09","10,438.33","10,504.67","10,438.33","2,334.19B",0.72%
2017/12/8,"10,398.62","10,406.35","10,419.28","10,336.26","2,683.76B",0.41%
2017/12/7,"10,355.76","10,404.42","10,418.97","10,322.76","2,740.46B",-0.37%
2017/12/6,"10,393.92","10,541.03","10,541.03","10,376.65","3,022.55B",-1.64%
2017/12/5,"10,566.85","10,607.62","10,635.71","10,540.74","3,126.07B",-0.79%
2017/12/4,"10,651.11","10,617.27","10,665.43","10,565.68","2,864.46B",0.48%
2017/12/1,"10,600.37","10,591.62","10,665.92","10,495.15","3,776.15B",0.38%
2017/11/30,"10,560.44","10,623.20","10,650.18","10,560.44","4,939.08B",-1.43%
2017/11/29,"10,713.55","10,735.24","10,762.91","10,697.62","3,096.32B",0.06%
2017/11/28,"10,707.07","10,733.56","10,752.58","10,692.53","2,960.98B",-0.41%
2017/11/27,"10,750.93","10,836.82","10,856.00","10,746.74","2,668.08B",-0.95%
2017/11/24,"10,854.09","10,847.79","10,873.91","10,833.78","2,746.93B",0.00%
2017/11/23,"10,854.57","10,837.61","10,872.29","10,809.09","2,681.14B",0.30%
2017/11/22,"10,822.59","10,815.40","10,882.65","10,801.10","3,911.73B",0.40%
2017/11/21,"10,779.24","10,688.22","10,787.58","10,687.26","3,285.19B",1.08%
2017/11/20,"10,664.55","10,706.79","10,728.39","10,656.18","2,503.68B",-0.35%
2017/11/17,"10,701.64","10,673.43","10,729.45","10,673.43","2,471.21B",0.72%
2017/11/16,"10,625.04","10,629.16","10,666.66","10,609.23","2,189.26B",-0.05%
2017/11/15,"10,630.65","10,662.08","10,669.59","10,600.26","2,325.63B",-0.53%
2017/11/14,"10,687.18","10,716.59","10,735.08","10,654.58","2,676.85B",0.03%
2017/11/13,"10,683.92","10,728.22","10,749.39","10,683.92","2,850.61B",-0.45%
2017/11/10,"10,732.67","10,713.67","10,742.61","10,659.29","2,347.37B",-0.10%
2017/11/9,"10,743.27","10,802.95","10,831.38","10,721.87","3,008.05B",-0.70%
2017/11/8,"10,818.99","10,839.44","10,844.74","10,806.01","2,513.41B",-0.20%
2017/11/7,"10,840.34","10,820.83","10,842.61","10,807.89","2,593.53B",0.50%
2017/11/6,"10,786.19","10,856.56","10,858.50","10,769.19","2,241.16B",-0.13%
2017/11/3,"10,800.77","10,797.91","10,835.70","10,765.31","2,213.55B",0.11%
2017/11/2,"10,788.51","10,797.63","10,827.67","10,788.51","2,534.48B",-0.17%
2017/11/1,"10,806.36","10,816.04","10,843.41","10,785.32","2,414.24B",0.12%
2017/10/31,"10,793.80","10,768.90","10,829.33","10,747.37","2,185.50B",0.34%
2017/10/30,"10,756.87","10,777.60","10,842.25","10,743.13","2,240.04B",0.45%
2017/10/27,"10,709.11","10,757.35","10,803.60","10,701.08","3,016.34B",-0.24%
2017/10/26,"10,734.76","10,735.35","10,756.51","10,716.52","2,228.86B",-0.15%
2017/10/25,"10,750.57","10,771.40","10,794.55","10,740.07","2,517.65B",0.06%
2017/10/24,"10,743.78","10,749.90","10,766.64","10,726.25","2,253.02B",0.08%
2017/10/23,"10,735.21","10,759.47","10,792.27","10,731.90","2,041.34B",0.06%
2017/10/20,"10,728.88","10,737.87","10,753.77","10,702.56","2,313.98B",-0.29%
2017/10/19,"10,760.29","10,745.77","10,798.54","10,745.77","2,173.53B",0.37%
2017/10/18,"10,720.28","10,773.85","10,790.31","10,684.32","2,651.22B",-0.03%
2017/10/17,"10,723.15","10,790.35","10,798.52","10,723.15","2,368.64B",-0.47%
2017/10/16,"10,774.21","10,735.14","10,774.21","10,723.37","2,451.93B",0.47%
2017/10/13,"10,724.09","10,712.48","10,724.09","10,675.83","2,301.19B",0.12%
2017/10/12,"10,711.44","10,668.39","10,711.44","10,668.39","2,367.73B",0.66%
2017/10/11,"10,641.19","10,576.12","10,668.49","10,576.12","2,859.36B",1.03%
2017/10/6,"10,532.81","10,538.21","10,557.67","10,511.50","1,950.02B",0.14%
2017/10/5,"10,518.27","10,473.28","10,530.93","10,473.28","1,905.86B",0.47%
2017/10/3,"10,469.35","10,462.70","10,495.34","10,445.86","1,916.10B",0.04%
2017/10/2,"10,465.16","10,425.10","10,472.81","10,414.53","1,730.20B",0.78%
2017/9/30,"10,383.94","10,362.55","10,400.40","10,362.55","1,102.90B",0.52%
2017/9/29,"10,329.94","10,319.69","10,338.95","10,273.60","1,942.36B",0.33%
2017/9/28,"10,296.45","10,351.42","10,365.59","10,288.24","2,054.88B",-0.29%
2017/9/27,"10,326.68","10,322.44","10,357.23","10,315.97","1,954.47B",0.68%
2017/9/26,"10,257.02","10,333.44","10,374.54","10,257.02","2,348.60B",-0.76%
2017/9/25,"10,335.89","10,442.05","10,447.09","10,322.10","2,622.60B",-1.09%
2017/9/22,"10,449.68","10,571.65","10,579.02","10,446.45","2,427.20B",-1.22%
2017/9/21,"10,578.44","10,506.85","10,603.08","10,493.95","2,312.38B",0.56%
2017/9/20,"10,519.17","10,568.58","10,589.19","10,490.71","2,745.04B",-0.54%
2017/9/19,"10,576.14","10,653.34","10,664.18","10,561.21","3,071.49B",-0.52%
2017/9/18,"10,631.57","10,590.80","10,642.40","10,581.81","3,575.26B",0.48%
2017/9/15,"10,580.41","10,556.82","10,580.78","10,520.15","3,365.94B",0.25%
2017/9/14,"10,553.57","10,533.99","10,572.71","10,508.72","2,491.81B",0.20%
2017/9/13,"10,532.88","10,596.36","10,620.31","10,532.88","2,711.49B",-0.73%
2017/9/12,"10,610.35","10,610.33","10,646.55","10,586.28","2,920.78B",0.36%
2017/9/11,"10,572.16","10,630.16","10,656.25","10,565.78","2,977.73B",-0.36%
2017/9/8,"10,609.95","10,553.90","10,609.95","10,550.72","2,818.19B",0.68%
2017/9/7,"10,538.51","10,564.79","10,604.02","10,509.91","3,227.27B",-0.09%
2017/9/6,"10,547.86","10,593.87","10,604.92","10,519.71","2,815.59B",-0.66%
2017/9/5,"10,617.84","10,584.10","10,617.84","10,564.26","2,761.02B",0.45%
2017/9/4,"10,569.87","10,585.44","10,610.04","10,555.34","2,619.84B",-0.24%
2017/9/1,"10,594.82","10,576.27","10,619.52","10,568.72","3,121.69B",0.09%
2017/8/31,"10,585.78","10,586.65","10,609.48","10,551.95","2,800.67B",0.15%
2017/8/30,"10,569.40","10,511.59","10,574.53","10,511.59","2,765.69B",0.69%
2017/8/29,"10,496.57","10,518.69","10,518.69","10,463.22","2,815.84B",-0.28%
2017/8/28,"10,525.98","10,502.80","10,542.37","10,498.88","2,737.97B",0.10%
2017/8/25,"10,515.51","10,497.86","10,519.84","10,478.72","2,826.78B",0.25%
2017/8/24,"10,488.96","10,414.66","10,488.96","10,410.73","2,716.42B",0.79%
2017/8/23,"10,406.81","10,418.32","10,458.91","10,378.01","2,465.75B",0.14%
2017/8/22,"10,392.07","10,353.37","10,410.47","10,353.37","2,482.00B",0.64%
2017/8/21,"10,326.39","10,316.09","10,336.37","10,282.72","2,165.17B",0.05%
2017/8/18,"10,321.33","10,324.83","10,330.39","10,259.83","2,315.95B",-0.46%
2017/8/17,"10,369.37","10,302.54","10,372.41","10,302.54","2,587.97B",0.77%
2017/8/16,"10,290.39","10,302.83","10,322.38","10,245.72","2,510.41B",-0.20%
2017/8/15,"10,311.16","10,271.03","10,336.22","10,271.03","2,296.23B",0.84%
2017/8/14,"10,225.28","10,347.66","10,365.22","10,225.28","2,531.51B",-1.01%
2017/8/11,"10,329.57","10,267.05","10,338.06","10,238.50","2,408.50B",0.00%
2017/8/10,"10,329.74","10,470.03","10,477.79","10,303.47","3,032.11B",-1.34%
2017/8/9,"10,470.38","10,523.51","10,536.19","10,457.52","2,589.97B",-0.93%
2017/8/8,"10,568.97","10,598.59","10,619.42","10,533.72","2,898.64B",-0.10%
2017/8/7,"10,579.38","10,521.69","10,592.31","10,521.69","2,543.05B",0.69%
2017/8/4,"10,506.56","10,470.96","10,510.70","10,466.25","2,439.18B",0.35%
2017/8/3,"10,469.88","10,464.10","10,478.62","10,427.72","2,125.01B",-0.47%
2017/8/2,"10,519.27","10,479.26","10,519.27","10,479.26","2,351.43B",0.79%
2017/8/1,"10,437.29","10,408.53","10,470.03","10,408.53","2,390.95B",0.10%
2017/7/31,"10,427.33","10,396.76","10,427.33","10,366.17","2,036.79B",0.04%
2017/7/28,"10,423.05","10,480.67","10,480.67","10,410.53","1,915.83B",-0.81%
2017/7/27,"10,508.37","10,427.83","10,516.23","10,427.83","2,487.95B",0.86%
2017/7/26,"10,419.11","10,477.15","10,500.11","10,416.57","2,344.09B",-0.42%
2017/7/25,"10,463.15","10,455.14","10,473.98","10,442.85","1,959.47B",0.02%
2017/7/24,"10,461.28","10,426.13","10,461.28","10,406.81","1,756.43B",0.24%
2017/7/21,"10,436.70","10,468.47","10,477.72","10,428.56","1,904.89B",-0.60%
2017/7/20,"10,499.36","10,513.12","10,534.52","10,483.54","2,273.58B",-0.06%
2017/7/19,"10,506.10","10,472.81","10,537.42","10,472.81","2,351.90B",0.24%
2017/7/18,"10,481.26","10,447.47","10,481.26","10,429.85","2,035.07B",0.23%
2017/7/17,"10,457.54","10,467.27","10,490.05","10,436.31","2,183.51B",0.13%
2017/7/14,"10,443.91","10,450.92","10,466.34","10,423.40","2,292.86B",-0.16%
2017/7/13,"10,460.15","10,418.74","10,485.28","10,418.74","2,645.12B",0.38%
2017/7/12,"10,420.68","10,396.97","10,450.87","10,393.54","2,196.77B",0.05%
2017/7/11,"10,415.57","10,313.08","10,415.57","10,313.08","2,039.90B",1.22%
2017/7/10,"10,289.91","10,310.74","10,331.11","10,283.95","1,964.66B",-0.07%
2017/7/7,"10,297.25","10,343.30","10,343.30","10,294.69","1,754.14B",-0.68%
2017/7/6,"10,368.20","10,380.66","10,381.20","10,336.32","1,693.95B",-0.35%
2017/7/5,"10,404.79","10,352.39","10,404.79","10,304.74","1,994.21B",0.55%
2017/7/4,"10,347.78","10,397.93","10,421.72","10,347.78","2,445.09B",-0.62%
2017/7/3,"10,412.79","10,368.99","10,412.79","10,363.50","2,157.05B",0.17%
2017/6/30,"10,395.07","10,367.26","10,395.07","10,329.84","2,376.91B",-0.26%
2017/6/29,"10,421.65","10,442.18","10,476.51","10,390.90","2,867.02B",0.30%
2017/6/28,"10,390.55","10,459.17","10,459.17","10,382.81","3,121.31B",-1.16%
2017/6/27,"10,512.06","10,513.00","10,545.70","10,489.10","2,660.16B",-0.02%
2017/6/26,"10,513.96","10,341.86","10,513.96","10,341.86","2,648.61B",1.31%
2017/6/23,"10,377.70","10,403.56","10,422.33","10,374.01","1,952.03B",-0.21%
2017/6/22,"10,399.06","10,369.08","10,403.36","10,368.93","2,010.50B",0.48%
2017/6/21,"10,349.72","10,310.97","10,379.82","10,274.75","2,399.16B",0.24%
2017/6/20,"10,324.46","10,286.79","10,354.37","10,286.79","1,913.78B",0.72%
2017/6/19,"10,250.60","10,162.22","10,250.60","10,162.22","1,878.54B",0.92%
2017/6/16,"10,156.73","10,078.69","10,159.47","10,073.12","2,120.19B",0.68%
2017/6/15,"10,088.35","10,079.14","10,089.07","10,046.80","1,647.28B",0.16%
2017/6/14,"10,072.46","10,142.80","10,165.31","10,033.25","2,131.19B",-0.55%
2017/6/13,"10,128.15","10,109.70","10,146.67","10,109.70","1,635.36B",0.18%
2017/6/12,"10,109.96","10,137.04","10,158.64","10,109.96","1,800.27B",-0.88%
2017/6/9,"10,199.65","10,238.55","10,268.37","10,198.80","2,205.30B",-0.26%
2017/6/8,"10,225.78","10,215.93","10,235.70","10,211.00","1,756.22B",0.15%
2017/6/7,"10,209.99","10,216.14","10,242.39","10,183.15","2,239.94B",0.04%
2017/6/6,"10,206.18","10,213.17","10,221.64","10,190.39","2,078.62B",-0.20%
2017/6/5,"10,226.84","10,164.89","10,226.84","10,164.89","2,208.14B",0.68%
2017/6/3,"10,158.15","10,155.56","10,164.98","10,140.28","1,226.08B",0.06%
2017/6/2,"10,152.53","10,117.76","10,152.53","10,117.06","2,100.59B",0.65%
2017/6/1,"10,087.42","10,064.44","10,100.37","10,059.93","1,983.09B",0.47%
2017/5/31,"10,040.72","10,095.95","10,116.13","10,025.88","2,713.53B",-0.61%
2017/5/26,"10,101.95","10,090.18","10,121.88","10,072.84","1,914.34B",-0.06%
2017/5/25,"10,108.49","10,059.91","10,108.49","10,059.20","2,021.31B",0.64%
2017/5/24,"10,044.42","10,014.15","10,059.74","10,014.15","1,748.35B",0.37%
2017/5/23,"10,007.84","9,994.68","10,038.20","9,992.58","1,747.83B",0.11%
2017/5/22,"9,997.26","9,965.08","9,997.26","9,960.94","1,636.83B",0.50%
2017/5/19,"9,947.62","9,970.40","9,979.73","9,947.14","1,852.21B",-0.22%
2017/5/18,"9,969.45","9,952.64","9,969.45","9,895.65","1,786.22B",-0.44%
2017/5/17,"10,013.67","10,019.62","10,029.62","9,967.97","1,822.43B",-0.18%
2017/5/16,"10,031.49","10,037.58","10,058.59","9,991.08","2,176.27B",-0.05%
2017/5/15,"10,036.82","9,978.28","10,036.82","9,978.28","1,810.75B",0.50%
2017/5/12,"9,986.82","9,981.77","10,008.25","9,961.37","1,833.74B",-0.15%
2017/5/11,"10,001.48","9,968.51","10,018.79","9,964.30","2,145.18B",0.33%
2017/5/10,"9,968.32","9,935.22","9,971.98","9,932.17","1,972.09B",0.53%
2017/5/9,"9,915.48","9,967.01","10,001.94","9,899.08","2,425.17B",-0.22%
2017/5/8,"9,937.25","9,934.13","9,964.86","9,900.07","1,860.72B",0.38%
2017/5/5,"9,899.94","9,954.94","9,960.99","9,899.94","1,708.36B",-0.68%
2017/5/4,"9,967.64","9,962.73","9,973.76","9,938.96","1,816.71B",0.12%
2017/5/3,"9,955.33","9,957.62","9,979.91","9,937.99","1,702.70B",0.14%
2017/5/2,"9,941.27","9,926.44","9,951.14","9,925.75","2,064.26B",0.70%
2017/4/28,"9,872.00","9,868.38","9,897.04","9,845.84","2,208.82B",0.12%
2017/4/27,"9,860.62","9,859.45","9,863.52","9,823.85","1,830.52B",0.04%
2017/4/26,"9,856.45","9,859.11","9,865.88","9,827.47","2,146.42B",0.15%
2017/4/25,"9,841.71","9,737.82","9,841.71","9,737.82","2,097.75B",1.27%
2017/4/24,"9,717.95","9,742.91","9,772.96","9,683.70","1,467.67B",0.01%
2017/4/21,"9,717.41","9,657.05","9,718.82","9,657.05","1,626.66B",0.88%
2017/4/20,"9,632.69","9,639.93","9,664.24","9,622.25","1,820.45B",-0.08%
2017/4/19,"9,639.94","9,725.39","9,725.39","9,631.64","2,145.16B",-1.09%
2017/4/18,"9,746.56","9,735.76","9,771.07","9,727.26","1,763.70B",0.31%
2017/4/17,"9,716.40","9,740.81","9,762.47","9,670.11","2,118.32B",-0.17%
2017/4/14,"9,732.93","9,806.15","9,808.33","9,730.94","2,246.47B",-1.05%
2017/4/13,"9,836.68","9,808.83","9,868.45","9,800.80","2,291.41B",0.19%
2017/4/12,"9,817.68","9,831.56","9,837.19","9,789.59","2,411.79B",-0.15%
2017/4/11,"9,832.42","9,881.53","9,896.59","9,820.41","2,357.91B",-0.51%
2017/4/10,"9,882.54","9,880.29","9,898.64","9,859.03","2,437.93B",0.09%
2017/4/7,"9,873.37","9,892.98","9,900.88","9,788.52","2,497.47B",-0.25%
2017/4/6,"9,897.80","9,946.66","9,946.66","9,879.85","2,078.03B",-0.52%
2017/4/5,"9,949.48","9,856.44","9,949.48","9,856.44","2,818.82B",1.41%
2017/3/31,"9,811.52","9,846.38","9,869.65","9,811.52","2,435.46B",-0.37%
2017/3/30,"9,848.15","9,869.28","9,878.62","9,836.33","2,367.06B",-0.08%
2017/3/29,"9,856.25","9,887.00","9,906.76","9,831.63","2,343.09B",-0.20%
2017/3/28,"9,876.45","9,909.99","9,924.14","9,799.28","2,676.18B",0.00%
2017/3/27,"9,876.77","9,907.60","9,917.85","9,859.53","2,367.06B",-0.26%
2017/3/24,"9,902.98","9,914.12","9,932.68","9,892.31","2,396.27B",-0.28%
2017/3/23,"9,930.74","9,921.97","9,945.24","9,897.45","2,696.15B",0.08%
2017/3/22,"9,922.66","9,911.96","9,922.66","9,843.07","2,340.70B",-0.50%
2017/3/21,"9,972.49","9,923.18","9,976.61","9,918.39","2,388.84B",0.60%
2017/3/20,"9,912.97","9,905.81","9,916.18","9,869.35","2,184.23B",0.04%
2017/3/17,"9,908.69","9,845.59","9,908.69","9,835.51","2,772.86B",0.72%
2017/3/16,"9,837.83","9,768.85","9,842.17","9,768.85","2,167.16B",1.00%
2017/3/15,"9,740.31","9,741.29","9,749.01","9,714.58","1,893.43B",-0.04%
2017/3/14,"9,744.21","9,720.53","9,767.66","9,720.53","2,281.15B",0.48%
2017/3/13,"9,697.34","9,656.56","9,697.34","9,656.56","1,916.33B",0.72%
2017/3/10,"9,627.89","9,653.79","9,656.65","9,562.75","2,354.08B",-0.32%
2017/3/9,"9,658.61","9,740.05","9,743.78","9,650.32",2.51B,-0.97%
2017/3/8,"9,753.45","9,744.26","9,773.49","9,712.50",2.11B,0.16%
2017/3/7,"9,738.07","9,690.26","9,738.07","9,690.20",1.94B,0.57%
2017/3/6,"9,682.63","9,647.00","9,688.50","9,647.00",1.96B,0.36%
2017/3/3,"9,648.21","9,672.26","9,679.82","9,633.88",2.25B,-0.45%
2017/3/2,"9,691.80","9,727.60","9,774.60","9,646.34",2.60B,0.18%
2017/3/1,"9,674.78","9,751.12","9,758.78","9,674.78",2.55B,-0.78%
2017/2/24,"9,750.47","9,757.67","9,784.39","9,740.18",2.53B,-0.19%
2017/2/23,"9,769.31","9,774.08","9,810.56","9,748.94",2.60B,-0.10%
2017/2/22,"9,778.78","9,786.25","9,820.07","9,770.10",2.65B,0.15%
2017/2/21,"9,763.93","9,761.27","9,775.49","9,721.36",2.48B,0.11%
2017/2/20,"9,753.20","9,795.81","9,817.14","9,743.36",2.60B,-0.27%
2017/2/18,"9,779.92","9,771.21","9,791.35","9,770.75",1.67B,0.21%
2017/2/17,"9,759.76","9,779.16","9,791.59","9,754.54",2.25B,-0.12%
2017/2/16,"9,771.25","9,826.89","9,869.59","9,753.16",2.74B,-0.29%
2017/2/15,"9,799.76","9,724.13","9,813.98","9,723.04",3.08B,0.83%
2017/2/14,"9,718.78","9,726.74","9,760.01","9,698.29",2.89B,0.09%
2017/2/13,"9,710.32","9,690.39","9,711.43","9,681.10",2.83B,0.46%
2017/2/10,"9,665.59","9,612.67","9,688.15","9,612.67",3.55B,0.79%
2017/2/9,"9,590.18","9,555.52","9,600.09","9,540.51",2.82B,0.49%
2017/2/8,"9,543.25","9,540.77","9,564.07","9,505.79",2.98B,-0.12%
2017/2/7,"9,554.56","9,527.42","9,555.80","9,512.56",2.69B,0.17%
2017/2/6,"9,538.01","9,467.67","9,548.68","9,467.67",3.15B,0.87%
2017/2/3,"9,455.56","9,450.06","9,478.01","9,423.93",2.33B,0.28%
2017/2/2,"9,428.97","9,502.25","9,521.34","9,413.77",3.44B,-0.20%
2017/1/24,"9,447.95","9,423.05","9,468.34","9,416.06",2.21B,0.25%
2017/1/23,"9,424.05","9,363.66","9,427.46","9,363.66",1.85B,0.99%
2017/1/20,"9,331.46","9,326.80","9,350.07","9,317.62",1.66B,0.14%
2017/1/19,"9,318.12","9,324.83","9,337.64","9,287.54",1.85B,-0.26%
2017/1/18,"9,341.97","9,344.74","9,350.95","9,322.44",1.94B,-0.13%
2017/1/17,"9,354.53","9,301.96","9,354.53","9,294.68",1.49B,0.67%
2017/1/16,"9,292.33","9,356.54","9,359.01","9,281.21",1.49B,-0.92%
2017/1/13,"9,378.83","9,373.70","9,387.68","9,352.08",1.61B,-0.33%
2017/1/12,"9,410.18","9,356.12","9,430.58","9,356.12",1.98B,0.69%
2017/1/11,"9,345.74","9,370.17","9,384.00","9,333.49",1.86B,-0.04%
2017/1/10,"9,349.64","9,344.19","9,353.60","9,319.45",1.56B,0.08%
2017/1/9,"9,342.42","9,376.48","9,404.90","9,328.19",1.76B,-0.32%
2017/1/6,"9,372.22","9,371.41","9,381.11","9,351.25",1.80B,0.15%
2017/1/5,"9,358.14","9,282.56","9,358.42","9,282.45",1.92B,0.77%
2017/1/4,"9,286.96","9,279.52","9,299.62","9,266.03",1.36B,0.15%
2017/1/3,"9,272.88","9,252.56","9,273.65","9,235.95",1.22B,0.21%
2016/12/30,"9,253.50","9,186.30","9,259.09","9,186.30",1.37B,1.10%
2016/12/29,"9,153.09","9,172.39","9,196.02","9,149.16",1.28B,-0.53%
2016/12/28,"9,201.40","9,120.90","9,203.56","9,120.90",1.23B,1.01%
2016/12/27,"9,109.27","9,120.88","9,132.05","9,100.83",908.04M,-0.01%
2016/12/26,"9,110.54","9,088.99","9,127.74","9,083.28",823.72M,0.35%
2016/12/23,"9,078.64","9,112.33","9,128.83","9,078.64",1.38B,-0.44%
2016/12/22,"9,118.75","9,204.29","9,209.72","9,118.75",1.47B,-0.93%
2016/12/21,"9,204.26","9,234.94","9,263.50","9,204.26",1.48B,-0.41%
2016/12/20,"9,242.41","9,229.74","9,258.69","9,199.84",1.39B,0.03%
2016/12/19,"9,239.32","9,316.06","9,317.03","9,237.98",1.50B,-0.94%
2016/12/16,"9,326.78","9,352.27","9,379.75","9,326.78",1.92B,-0.36%
2016/12/15,"9,360.35","9,337.21","9,370.51","9,309.79",1.74B,-0.09%
2016/12/14,"9,368.52","9,395.60","9,413.13","9,353.25",1.71B,-0.15%
2016/12/13,"9,382.14","9,361.97","9,382.14","9,342.56",1.91B,0.34%
2016/12/12,"9,349.94","9,402.05","9,430.34","9,336.45",1.75B,-0.46%
2016/12/9,"9,392.68","9,383.07","9,399.25","9,366.86",1.87B,0.18%
2016/12/8,"9,375.86","9,308.90","9,376.41","9,308.90",2.24B,1.21%
2016/12/7,"9,263.89","9,279.00","9,299.92","9,247.50",1.68B,0.14%
2016/12/6,"9,250.77","9,209.80","9,280.65","9,209.80",1.70B,0.98%
2016/12/5,"9,160.66","9,194.46","9,212.19","9,138.64",1.60B,-0.31%
2016/12/2,"9,189.49","9,214.56","9,214.56","9,165.90",1.78B,-0.80%
2016/12/1,"9,263.53","9,245.55","9,278.96","9,241.78",2.00B,0.25%
2016/11/30,"9,240.71","9,196.09","9,240.71","9,189.62",2.54B,0.53%
2016/11/29,"9,192.38","9,220.95","9,249.06","9,192.38",1.89B,-0.32%
2016/11/28,"9,222.24","9,167.33","9,241.54","9,167.33",1.91B,0.69%
2016/11/25,"9,159.07","9,149.35","9,191.34","9,148.63",1.84B,0.08%
2016/11/24,"9,152.11","9,164.84","9,183.16","9,137.56",2.02B,-0.28%
2016/11/23,"9,178.23","9,146.72","9,202.72","9,146.72",1.93B,0.49%
2016/11/22,"9,133.39","9,058.58","9,161.19","9,058.58",2.15B,1.02%
2016/11/21,"9,041.11","9,009.78","9,049.76","8,986.40",1.81B,0.36%
2016/11/18,"9,008.79","8,991.50","9,025.98","8,958.22",1.78B,0.15%
2016/11/17,"8,995.26","8,984.57","8,998.23","8,936.30",1.70B,0.37%
2016/11/16,"8,962.22","8,955.76","9,032.31","8,955.76",1.85B,0.35%
2016/11/15,"8,931.03","8,927.92","8,981.05","8,923.36",1.95B,-0.10%
2016/11/14,"8,940.40","8,955.27","8,991.94","8,879.69",2.15B,-0.19%
2016/11/11,"8,957.76","9,067.65","9,067.65","8,949.38",2.52B,-2.12%
2016/11/10,"9,152.18","9,070.64","9,179.18","9,070.64",2.00B,2.34%
2016/11/9,"8,943.20","9,252.27","9,296.86","8,926.60",2.66B,-2.98%
2016/11/8,"9,217.43","9,214.95","9,230.20","9,165.00",1.35B,0.30%
2016/11/7,"9,189.84","9,102.97","9,191.67","9,102.97",1.25B,1.34%
2016/11/4,"9,068.15","9,065.11","9,098.88","9,048.21",1.18B,0.01%
2016/11/3,"9,067.27","9,126.29","9,154.19","9,067.27",1.40B,-0.79%
2016/11/2,"9,139.04","9,230.23","9,230.23","9,139.04",1.37B,-1.44%
2016/11/1,"9,272.70","9,272.30","9,289.12","9,236.82",1.12B,-0.19%
2016/10/31,"9,290.12","9,283.20","9,314.34","9,194.48",1.32B,-0.18%
2016/10/28,"9,306.92","9,307.39","9,320.57","9,276.71",1.37B,0.08%
